จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,คะแนน
สุราษฎร์ธานี,5,5,นายปรเมษฐ์ จินา,กล้าธรรม,30967
สุราษฎร์ธานี,5,2,นางสาวฌาณิกา เมืองนอน,ไทรวมพลัง,27863
สุราษฎร์ธานี,5,4,นายสุเมตตา ชัยสิทธิ์,ประชาธิปัตย์,18244
สุราษฎร์ธานี,5,6,นายศิภาพัชร์ เทวางกูร,ประชาชน,8754
สุราษฎร์ธานี,5,7,นายบรรจง จันทร์ช่วง,ภูมิใจไทย,1692
สุราษฎร์ธานี,5,1,นายวิเชียร จันทร์บัว,เพื่อไทย,676
สุราษฎร์ธานี,5,3,นายเรืองเดช เติมทอง,ไทยก้าวใหม่,475
สุราษฎร์ธานี,5,8,นายธนโชติ ติณพันธุ์,พลังประชารัฐ,111
สุราษฎร์ธานี,6,6,นายพิชัย ชมภูพล,ภูมิใจไทย,31707
สุราษฎร์ธานี,6,5,นางสาวอนงค์นาถ จ่าแก้ว,กล้าธรรม,30432
สุราษฎร์ธานี,6,4,นางสาวศิริพรรณ ประจง,ประชาธิปัตย์,15700
สุราษฎร์ธานี,6,3,นายนิรัตน์ ลิ้นเกลื่อน,ไทรวมพลัง,13810
สุราษฎร์ธานี,6,2,นายบุญยงค์ จรัสจรูญฤทธิ์,ประชาชน,5787
สุราษฎร์ธานี,6,1,นางสาวกัญญารัตน์ เพ็งสวัสดิ์,เพื่อไทย,595
สุราษฎร์ธานี,6,7,นายถนอม ศักดิ์เพชร,ทางเลือกใหม่,116
สุราษฎร์ธานี,7,6,นายพงษ์ศักดิ์ จ่าแก้ว,กล้าธรรม,40358
สุราษฎร์ธานี,7,2,นายธานินท์ นวลวัฒน์,ภูมิใจไทย,30081
สุราษฎร์ธานี,7,4,นางสาวฐิติมา รักษ์จินดา,ประชาธิปัตย์,10297
สุราษฎร์ธานี,7,1,ว่าที่ ร.ต.วัชระพงศ์ ฉิมแก้ว,ประชาชน,9372
สุราษฎร์ธานี,7,3,นายสันติ พุทธศรี,รวมไทยสร้างชาติ,727
สุราษฎร์ธานี,7,7,นายมาโนช เพ็ชรชู,ไทยก้าวใหม่,689
สุราษฎร์ธานี,7,5,นายวศุธน เรื่องขนาบ,เพื่อไทย,481
สุรินทร์,1,5,นางสาวเบญญา มุ่งเจริญพร,ภูมิใจไทย,46167
สุรินทร์,1,1,นายเบญจมินทร์ ปันสน,ประชาชน,23104
สุรินทร์,1,8,นายอนันต์ ปาลีคุปต์,เพื่อไทย,9423
สุรินทร์,1,3,นายวิภูษิต มีสิทธิ์,กล้าธรรม,2528
สุรินทร์,1,4,นายขุนเดช มงคลสิรินทร์,เศรษฐกิจ,1813
สุรินทร์,1,2,นายดำเกิง โถทอง,ประชาธิปัตย์,1312
สุรินทร์,1,7,นายดำรงค์ ครึ่งมี,รวมไทยสร้างชาติ,984
สุรินทร์,1,6,นายอนุรัตน์ ศรีสุรินทร์,พลังประชารัฐ,650
สุรินทร์,2,5,นายณัฏฐพล จรัสรพีพงษ์,ภูมิใจไทย,53228
สุรินทร์,2,1,นายชูชัย มุ่งเจริญพร,เพื่อไทย,17069
สุรินทร์,2,3,นายพงศธร ลักขษร,ประชาชน,14307
สุรินทร์,2,2,นายวิโรจน์ ดีใจ,เศรษฐกิจ,1114
สุรินทร์,2,2,นายพิเชษฐ์ ภูแก้ว,รวมไทยสร้างชาติ,1064
สุรินทร์,2,6,นายมานพ แสงดำ,ประชาธิปัตย์,970
สุรินทร์,2,7,นายสุมากร แซ่โง้ว,กล้าธรรม,613
สุรินทร์,2,4,นายวิทยา แก้วเหลี่ยม,ประชาธิปไตยใหม่,474
สุรินทร์,2,8,นายณรงค์ มุตตะโสภา,พลังประชารัฐ,463
สุรินทร์,2,10,นายนาวา ชิดชอบ,ปวงชนไทย,131
สุรินทร์,3,4,นางสาวผกามาศ เจริญพันธ์,ภูมิใจไทย,50333
สุรินทร์,3,1,นายกันตภณ มิตรปราสาท,ประชาชน,14826
สุรินทร์,3,7,นายคุณากร ปรีชาชนะชัย,เพื่อไทย,10467
สุรินทร์,3,3,นายกวิน เตียวเจริญโสภา,พลังประชารัฐ,1002
สุรินทร์,3,5,นางกานดาพร พิเลิศ,ปวงชนไทย,993
สุรินทร์,3,2,นายไพรยวน พันธ์สีดา,เศรษฐกิจ,971
สุรินทร์,3,8,นายสุริยะ บัวบาน,ประชาธิปัตย์,413
สุรินทร์,3,9,นายทันสมัย สุขบรรเทิง,รวมไทยสร้างชาติ,326
สุรินทร์,3,6,นายเกียรติภูมิ กำลังหาญ,กล้าธรรม,308
สุรินทร์,4,7,นางสาวสุรีย์ ธัมมาตร,ภูมิใจไทย,44913
สุรินทร์,4,2,นายพรเทพ พูนศรีธนากูล,เพื่อไทย,14672
สุรินทร์,4,3,นายโพธิธวัช พัฒนาพงษ์ไชย,ประชาชน,14535
สุรินทร์,4,1,นางชนมณี บุตรวงษ์,กล้าธรรม,1877
สุรินทร์,4,4,นายปุณยวัฒน์ สนใจ,พลังประชารัฐ,1118
สุรินทร์,4,6,นายสนธิ แสงชมภู,เศรษฐกิจ,913
สุรินทร์,4,8,นายยรรยง ผิวอ่อน,ประชาธิปัตย์,740
สุรินทร์,4,2,นายทองไท สิทธินาม,แรงงานสร้างชาติ,588
สุรินทร์,4,11,นางสุวารี ยืนยง,ปวงชนไทย,407
สุรินทร์,4,10,นางสุมาลี เครือผือ,สร้างชาติ,399
สุรินทร์,4,5,นางสาวรำไพ เพิ่มทอง,ใหม่,368
สุรินทร์,5,4,นายภุชงค์ สุภัควรางกูร,ภูมิใจไทย,41671
สุรินทร์,5,1,นางฟาริดา สุไลมาน,กล้าธรรม,17798
สุรินทร์,5,2,นางสาวทัตพิชา เข็มแก้ว,ประชาชน,11277
สุรินทร์,5,3,นายครูมานิตย์ สังข์พุ่ม,เพื่อไทย,6095
สุรินทร์,5,5,นายกิติพงษ์ สิทธินาม,แรงงานสร้างชาติ,828
สุรินทร์,5,7,นายวัน หยิบล้ำ,เศรษฐกิจ,476
สุรินทร์,5,6,นายภูมิสิน การะเวก,ประชาธิปัตย์,302
สุรินทร์,5,3,นายสมานมิตร จิตหนักแน่น,พลังสังคมใหม่,290
สุรินทร์,5,11,นายสนิธ สังขะพงษ์,ปวงชนไทย,288
สุรินทร์,5,10,นางสาวจินตนา กลั่นแก้ว,สร้างอนาคตไทย,246
สุรินทร์,5,8,นายรังสิทธิ์ วุฒิสุทธิ์,รวมไทยสร้างชาติ,173
สุรินทร์,6,4,นายล้ำเลิศ พัวพัฒนโชติ,ภูมิใจไทย,52005
สุรินทร์,6,5,นายธนกร นานวน,ประชาชน,10955
สุรินทร์,6,2,นายสมบัติ ศรีสุรินทร์,เพื่อไทย,9122
สุรินทร์,6,3,นายจันทร์ สมัญญา,เศรษฐกิจ,1211
สุรินทร์,6,1,นางสาวทักษิณา ทับครบุรี,กล้าธรรม,1024
สุรินทร์,6,6,นายพัฑฒิณัฐ สุตวณิชย์,ประชาธิปัตย์,791
สุรินทร์,6,8,นายธนกร ศรีโกตะเพ็ชร,ปวงชนไทย,739
สุรินทร์,6,7,นายพัสกร สิงห์ทอง,รวมไทยสร้างชาติ,479
สุรินทร์,6,9,นายมานพ พุ่มทอง,ไทยทรัพย์ทวี,224
สุรินทร์,7,4,นายเรืองวิทย์ คูณวัฒนาพงษ์,ภูมิใจไทย,43239
สุรินทร์,7,3,นายอธิศวิชญ์ เลิศชวัลรัชต์,เพื่อไทย,24474
สุรินทร์,7,0,นายเกรียงไกร คารศรี,ประชาชน,13352
สุรินทร์,7,6,นายพิภพ จันทเขต,เศรษฐกิจ,1844
สุรินทร์,7,5,นายอริยะมรรค จันทนุภา,กล้าธรรม,768
สุรินทร์,7,2,นายทวีศักดิ์ ยงยิ่งยืน,ประชาธิปัตย์,735
สุรินทร์,7,7,นายชาญ จารัตน์,ปวงชนไทย,428
สุรินทร์,8,2,นางปทิดา ตันติรัตนานนท์,ภูมิใจไทย,52673
สุรินทร์,8,5,นายกิตตินันท์ วังอมรมิตร,ประชาชน,15302
สุรินทร์,8,4,ร้อยตำรวจโทจรูญ จุดาบุตร,เพื่อไทย,5899
สุรินทร์,8,3,นางสาวปลายฟ้า ปานทอง,เศรษฐกิจ,2794
สุรินทร์,8,1,นายอำนวย แท่นดี,กล้าธรรม,1007
สุรินทร์,8,7,นายบัณฑิต ศิลาอ่อน,รวมไทยสร้างชาติ,521
สุรินทร์,8,6,นายไพบูลย์ ศิริมา,ประชาธิปัตย์,408
สุรินทร์,8,8,นายสมรส มั่นยืน,ปวงชนไทย,315
หนองคาย,1,4,นายกระแสร์ ตระกูลพรพงศ์,พลังประชารัฐ,30866
หนองคาย,1,5,พลตำรวจโท ไพศาล ลือสมบูรณ์,ภูมิใจไทย,24598
หนองคาย,1,2,นางสาวอภิญญา บุญจันทร์,ประชาชน,18311
หนองคาย,1,3,นายกฤษฎา ตันเทอดทิตย์,เพื่อไทย,12381
หนองคาย,1,7,พันเอก ธนัทเมศร์ ภัทรณรงค์รัศม์,เศรษฐกิจ,1768
หนองคาย,1,1,นายรพิพงศ์ ปุณยจารุศิริ,ประชาธิปัตย์,505
หนองคาย,1,6,นายพิชชาวุธ เหล่าศิริวิจิตร,กล้าธรรม,362
หนองคาย,1,8,นางวริยา พรหมนา,ประชาอาสาชาติ,176
หนองคาย,2,3,นายยุทธนา ศรีตะบุตร,พลังประชารัฐ,30322
หนองคาย,2,2,นางจิดาภา สุนทรธนากุล,ภูมิใจไทย,26423
หนองคาย,2,3,นางสาวชนก จันทาทอง,เพื่อไทย,13883
หนองคาย,2,4,นางสาวทศพร จันทร์ศรี,ประชาชน,9782
หนองคาย,2,5,นายธงชัย กึ่งมาตย์,ประชาธิปัตย์,397
หนองคาย,2,6,นายจักรภัทร สายไธสง,ประชากรไทย,217
หนองคาย,2,7,นางราตรี กาลจักร์,ประชาธิปไตยใหม่,194
หนองคาย,3,2,นายศักดิ์ดา จันทรสุวรรณ,ภูมิใจไทย,36917
หนองคาย,3,4,นายเอกธนัช อินทร์รอด,เพื่อไทย,19988
หนองคาย,3,3,นายชัยณรงค์ ชัยสุข,ประชาชน,19381
หนองคาย,3,1,นายสถิตย์ สีสวาท,ประชาธิปัตย์,1343
หนองคาย,3,5,นายบัวขาว ภูสมศรี,ประชาธิปไตยใหม่,547
หนองบัวลำภู,1,3,นายชยานันท์ เกตุเมฆ,กล้าธรรม,31594
หนองบัวลำภู,1,1,นายสุวัฒน์ มนตรี,ภูมิใจไทย,21721
หนองบัวลำภู,1,4,นายกฤษณโชติ เทศแก้ว,ประชาชน,16253
หนองบัวลำภู,1,8,นายพิษณุ หัตถสงเคราะห์,เพื่อไทย,12987
หนองบัวลำภู,1,6,นายวุฒิพงษ์ ศิริสถิตย์,พลังประชารัฐ,1303
หนองบัวลำภู,1,9,นายวิเชียร แสงบุดดา,เศรษฐกิจ,1154
หนองบัวลำภู,1,11,นายทองคำ บุญประทุม,ประชาธิปไตยใหม่,451
หนองบัวลำภู,1,2,นายปัญญา ธาตุวิสัย,รวมไทยสร้างชาติ,494
หนองบัวลำภู,1,7,นายประไว คงอาษา,ประชาธิปัตย์,351
หนองบัวลำภู,1,5,นายกมล มุขธระโกษา,เครือข่ายชาวนาแห่งประเทศไทย,221
หนองบัวลำภู,1,10,นายบุญเรือง เขื่อนตีนกง,ไทยก้าวใหม่,189
หนองบัวลำภู,1,12,นางสาวพรประภาวรรณ มูลฉวี,ไทยรวมไทย,94
หนองบัวลำภู,2,3,นายรุ่งเพชร ศรีกาญจนา,เพื่อไทย,36663
หนองบัวลำภู,2,7,นายไชยา พรหมา,กล้าธรรม,16062
หนองบัวลำภู,2,4,นายนิติภูมิ ติวทอง,ประชาชน,14496
หนองบัวลำภู,2,9,นางชญาน์นันท์ พิมพ์กิรติ,ภูมิใจไทย,7705
หนองบัวลำภู,2,8,นางสาวณัฐนันท์ พรมนิล,เศรษฐกิจ,1823
หนองบัวลำภู,2,6,นายทรงศักดิ์ ศิริสถิตย์,พลังประชารัฐ,832
หนองบัวลำภู,2,2,นายสยามรัฐ ศรีบัวเผื่อน,ประชาธิปัตย์,795
หนองบัวลำภู,2,11,นายวุฒิพงษ์ ราชโยธา,ไทยก้าวใหม่,420
หนองบัวลำภู,2,1,นายประสิทธิ์ พลศักดิ์ขวา,เครือข่ายชาวนาแห่งประเทศไทย,249
หนองบัวลำภู,2,5,นายชัยวัฒน์ มูลแก้ว,รวมไทยสร้างชาติ,246
หนองบัวลำภู,2,10,นางวาสนา ดอกเข็ม,ประชาธิปไตยใหม่,191
หนองบัวลำภู,3,2,นายพรณรงค์ นิลนะมะ,กล้าธรรม,26322
หนองบัวลำภู,3,1,นายอาณัติ ชินทะวัน,ภูมิใจไทย,23670
หนองบัวลำภู,3,3,นางสาวธนกนกอร แสนคำ,ประชาชน,12279
หนองบัวลำภู,3,4,นายณพล เชยคำแหง,เพื่อไทย,11265
หนองบัวลำภู,3,5,นางสาวประภาลักษณ์ สิทธิ,ไทยสร้างไทย,2078
หนองบัวลำภู,3,6,นางสาวขวัญหทัย ชุมแวงวาปี,เศรษฐกิจ,1383
หนองบัวลำภู,3,7,นางสาวณภัทธิรา โชติโอฬารกุล,ประชาธิปัตย์,486
หนองบัวลำภู,3,8,นายอานนท์ ทองนาม,รวมไทยสร้างชาติ,224
หนองบัวลำภู,3,9,นายชาคริต กุลวงศ์,ประชาธิปไตยใหม่,158
อ่างทอง,1,4,นายภราดร ปริศนานันทกุล,ภูมิใจไทย,56130
อ่างทอง,1,2,นายธโนดม โสขุมา,ประชาชน,17910
อ่างทอง,1,1,นายณษกร เครือศิริ,เพื่อไทย,4270
อ่างทอง,1,5,นางสาวภัทรสุดา บุษรานันท์,ประชาธิปัตย์,795
อ่างทอง,1,3,นายพณศธร อยู่ประเสริฐ,กล้าธรรม,366
อ่างทอง,1,6,พันเอก พิทักษ์ ทิพมาศ,พลังประชารัฐ,304
อ่างทอง,2,2,นายกรวีร์ ปริศนานันทกุล,ภูมิใจไทย,60611
อ่างทอง,2,1,นายสาโรจน์ ฉ่ำจิตร,ประชาชน,13876
อ่างทอง,2,3,นายชวกร ศรีราชา,เพื่อไทย,4149
อ่างทอง,2,4,นายอนุรักษ์ อมรเมตตาจิต,ประชาธิปัตย์,1202
อำนาจเจริญ,1,1,นายศักดิ์ดา จันเทวา,พลังประชารัฐ,1072
อำนาจเจริญ,1,2,นางสาวจุฑาทิพย์ ศิริขันธ์,ประชาชน,18851
อำนาจเจริญ,1,3,นางสาวพิมพ์วิภา บัวบุตร,เพื่อไทย,21040
อำนาจเจริญ,1,4,นายพลชัย โสภากันต์,ประชาธิปัตย์,1938
อำนาจเจริญ,1,5,นางสุขสมรวย วันทนียกุล,ภูมิใจไทย,44199
อำนาจเจริญ,1,6,สิบเอกวีระยุทธ ผาริวงค์,เพื่อชาติไทย,538
อำนาจเจริญ,1,7,นางสาวณัฐยกัญ ทองยศ,ไทยก้าวใหม่,305
อำนาจเจริญ,1,8,นายทศพร คุ้มผล,เศรษฐกิจ,1927
อำนาจเจริญ,1,9,นายโสนิ สุวรรณี,เพื่อบ้านเมือง,1154
อำนาจเจริญ,2,5,นางญาญีนาถ เข็มนาค,ภูมิใจไทย,43016
อำนาจเจริญ,2,3,นางสาววรัดดา ประเสริฐศรี,เพื่อไทย,19048
อำนาจเจริญ,2,2,ว่าที่ร้อยตรี กริช กีฬา,ประชาชน,17340
อำนาจเจริญ,2,6,นายมฆวาน บัวบุตร,กล้าธรรม,12398
อำนาจเจริญ,2,4,นายเตชินท์ชัย ผาริบุตร,ประชาธิปัตย์,1671
อำนาจเจริญ,2,7,ร้อยตรี เนย ชารีพันธ์,เพื่อบ้านเมือง,389
อุดรธานี,1,5,นายอานันท์ อมรินทร์,ประชาชน,30558
อุดรธานี,1,2,นายโกเมนทร์ ทีฆธนานนท์,เพื่อไทย,29040
อุดรธานี,1,4,นายรัชพล พุทธรักษา,ภูมิใจไทย,8196
อุดรธานี,1,6,นายสุรพล อนันตโสภณ,ประชาธิปัตย์,2035
อุดรธานี,1,7,นายสถาพร โคตบุตร,รวมไทยสร้างชาติ,1949
อุดรธานี,1,1,นายเพชรสยาม เจนหัตถ์นามเสนา,เศรษฐกิจ,1877
อุดรธานี,1,3,ร้อยตรี สง่า เหลืองอร่าม,ประชากรไทย,1648
อุดรธานี,1,8,นายวิฑูรย์ นามคุณ,กล้าธรรม,869
อุดรธานี,1,9,พันตำรวจเอก พินทุรัตน์ ศิริขันธ์ เสนาไชย,พลังประชารัฐ,284
อุดรธานี,2,1,นางหทัยรัตน์ เพชรพนมพร,เพื่อไทย,29377
อุดรธานี,2,7,นางสาวพิชฎาภา อายุวัฒน์,ภูมิใจไทย,24364
อุดรธานี,2,6,นายธนากร จำปาหอม,ประชาชน,21067
อุดรธานี,2,8,นายชัยยงค์ ถียัง,ประชาธิปไตยใหม่,2335
อุดรธานี,2,5,นายกฤตภาส จึงเติบโต,เศรษฐกิจ,1696
อุดรธานี,2,2,พลตรี พิทักษ์ชัย ธนพรานสิงห์,กล้าธรรม,1467
อุดรธานี,2,4,นายชัยกาล กันตรง,ประชาธิปัตย์,874
อุดรธานี,2,3,เรือตรี ศุภเศรษฐ์ ศรีชัยรุ่งโรจน์,รวมไทยสร้างชาติ,850
อุดรธานี,2,9,นายอนันต์ ศรีพันธุ์,พลังประชารัฐ,399
อุดรธานี,2,10,นางเยาวลักษณ์ คำศรี,ประชากรไทย,125
อุดรธานี,3,1,นายหรั่ง ธุระพล,ภูมิใจไทย,33013
อุดรธานี,3,2,นายสมัคร บุญปก,เพื่อไทย,27342
อุดรธานี,3,3,นายอริยะฤทธิ์ สุสุวรรณสิริ,ประชาชน,12181
อุดรธานี,3,2,นายสาคร ปราบพาล,พลังประชารัฐ,1594
อุดรธานี,3,4,นายสตราลิน จอมประมาณ,เศรษฐกิจ,627
อุดรธานี,3,4,นายวรวุฒิ วรสาร,รวมไทยสร้างชาติ,369
อุดรธานี,3,6,นายเกียรติศักดิ์ บัวเกตุ,ประชาธิปไตยใหม่,245
อุดรธานี,3,5,นายชานนท์ นาคประวิต,ประชาธิปัตย์,219
อุดรธานี,3,7,นายจารุวัธน์ เพ็ญสวัสดิ์,ไทยก้าวใหม่,218
อุดรธานี,4,1,นายภาณุ พรวัฒนา,ภูมิใจไทย,22361
อุดรธานี,4,2,นายศักดา เกตุแก้ว,ประชาชน,14216
อุดรธานี,4,3,นายไตรภพ คำเพชร,เพื่อไทย,29757
อุดรธานี,4,4,นายภัควัฒน์ ธรรมครุฑทิพย์,พลังประชารัฐ,352
อุดรธานี,4,5,นางสาวอิงค์ณภัจฉร์ ชินวัตรนุวงค์,กล้าธรรม,269
อุดรธานี,4,6,นายไชยวัฒน์ธนา เวฬุวนารักษ์,ไทยก้าวใหม่,351
อุดรธานี,4,7,นายกิตติพัฒน์ สีดามาตย์,ครูไทยเพื่อประชาชน,180
อุดรธานี,4,8,นายสังคม สอนบุญ,รวมไทยสร้างชาติ,658
อุดรธานี,4,9,นายอัศวิน นันทะแสง,พลวัต,1593
อุดรธานี,4,10,นางวรา เทพกิจ,ประชาธิปัตย์,258
อุดรธานี,4,11,นายละออง วงค์ดวงตา,เพื่อบ้านเมือง,605
อุดรธานี,4,12,นายอนุราช ไชยตะวงค์,ไทยพิทักษ์ธรรม,276
อุดรธานี,5,3,นางบัวเงิน รอดขันเมือง,ภูมิใจไทย,28475
อุดรธานี,5,2,นายกรวีร์ สาราคำ,เพื่อไทย,20246
อุดรธานี,5,4,นายชัยฤทธิ์ เขาวงศ์ทอง,ประชาชน,15354
อุดรธานี,5,2,นางสาวนำโชค งามสง่า,เศรษฐกิจ,2225
อุดรธานี,5,6,พันโทศรีสวัสดิ์ ดวงพรม,กล้าธรรรม,1598
อุดรธานี,5,7,นางราณี นิวงศ์ษา,ประชาธิปัตย์,562
อุดรธานี,5,8,นายองอาจ วิเศษ,พลังประชารัฐ,436
อุดรธานี,5,9,นายหนูพิศ สีดามาตย์,รวมไทยสร้างชาติ,296
อุดรธานี,5,10,นายชนะพล อำนาจเจริญ,ไทยก้าวใหม่,195
อุดรธานี,5,11,นางดารุณี วงศ์คำพระ,เพื่อบ้านเมือง,161
อุดรธานี,6,5,นายอดิศักดิ์ แก้วมุงคุณทรัพย์,ภูมิใจไทย,36722
อุดรธานี,6,1,นายธนอนันต์ เมนะสวัสดิ์,กล้าธรรม,15176
อุดรธานี,6,2,นายประชาชาติ แสนแก้ว,เพื่อไทย,12386
อุดรธานี,6,3,นายสรวิชญ์ นาแพงสอน,ประชาชน,10595
อุดรธานี,6,4,นายประกาศิต ปัญญาใส,เศรษฐกิจ,1487
อุดรธานี,6,6,นายบรรพต จิกจักร์,รวมไทยสร้างชาติ,487
อุดรธานี,6,7,นางสาวมลิวรรณ แก้วสุข,ประชาธิปัตย์,341
อุดรธานี,6,8,นายสุริวรรณ คล้ายเพชร,เพื่อบ้านเมือง,147
อุดรธานี,6,9,นายธนพล คำศรี,ประชากรไทย,64
อุดรธานี,7,7,นายสุริยา วงศ์อารีย์,ประชาชน,28786
อุดรธานี,7,6,นายธีระชัย แสนแก้ว,เพื่อไทย,27904
อุดรธานี,7,3,นายจักรพรรดิ ไชยสาส์น,ไทยสร้างไทย,3925
อุดรธานี,7,8,นายคำมอน แสงดี,ภูมิใจไทย,3180
อุดรธานี,7,9,นางสาวอรัญญา ใจมั่น,พลังประชารัฐ,2408
อุดรธานี,7,10,นายกฤษฎา ศรีสุชาติ,เศรษฐกิจ,1637
อุดรธานี,7,11,นายชูศักดิ์ กุลธวัชวงศ์,ประชาธิปัตย์,1003
อุดรธานี,7,2,นายนรเศรษฐ แก้วมาตร,กล้าธรรม,843
อุดรธานี,7,4,นายทรงกิตติ สุวรรณทอง,รวมไทยสร้างชาติ,750
อุดรธานี,7,5,นายณัฐภณ ทาปุ๋ย,ไทยก้าวใหม่,589
อุดรธานี,8,6,นายสุภีรภัทร ภูมิภักดิ์,ภูมิใจไทย,38137
อุดรธานี,8,3,นายอนุเทน สีดาอุบล,ประชาชน,13901
อุดรธานี,8,1,นายเกรียงศักดิ์ ฝ้ายสีงาม,เพื่อไทย,12512
อุดรธานี,8,5,นายนวคม เสมา,เศรษฐกิจ,1856
อุดรธานี,8,8,นายภูชิต อุ่นเที่ยว,กล้าธรรม,1842
อุดรธานี,8,7,นายอร่าม ศรีด้วง,ประชาธิปัตย์,836
อุดรธานี,8,4,นางชีวรัตน์ อุปนันท์,ไทยก้าวใหม่,711
อุดรธานี,8,9,นางศิริพร แสงจันทร์,ประชาธิปไตยใหม่,634
อุดรธานี,8,2,นายภพ สมศรีโหน่ง,พลังประชารัฐ,399
อุดรธานี,8,10,นายนพดล สุวรรณชมภู,รวมไทยสร้างชาติ,238
อุดรธานี,9,1,นายเกษม เบ้าวรรณ,ภูมิใจไทย,3584
อุดรธานี,9,2,นายฐานวัฒน์ ธนาธัญญพิชญ์,กล้าธรรม,20842
อุดรธานี,9,3,นายพงศกร กงพาน,ประชาธิปัตย์,805
อุดรธานี,9,4,นายสมร ศรีวิพันธ์,รวมไทยสร้างชาติ,773
อุดรธานี,9,5,นายนภาดล ดวงสอนแสง,ประชาชน,17300
อุดรธานี,9,6,นายวัชระพล ขาวขำ,เพื่อไทย,29522
อุดรธานี,9,7,นายนิธิศ ประกอบใส,พลังประชารัฐ,268
อุดรธานี,9,8,นายนิธิศ รอดชมภู,ไทยก้าวใหม่,333
อุดรธานี,10,5,นางเทียบจุฑา ขาวขำ,เพื่อไทย,31589
อุดรธานี,10,3,นายทัชภูมิ ทองทิพย์,ภูมิใจไทย,19691
อุดรธานี,10,2,นางสาวสุภาวดี วงษ์คำ,ประชาชน,17920
อุดรธานี,10,1,นายกิตติพัทธ์ ปราบพาล,เศรษฐกิจ,2277
อุดรธานี,10,4,นายอภิวัฒน์ โรมเมือง,ไทยสร้างชาติ,564
อุดรธานี,10,7,นายจักรภัทร ชื่นชมกุล,กล้าธรรม,276
อุตรดิตถ์,1,2,นายพิชญุตม์ พอจิต,ภูมิใจไทย,37418
อุตรดิตถ์,1,3,นางสาวอัญชิสา ศุภรักษ์จินดา,เพื่อไทย,20826
อุตรดิตถ์,1,1,นางธนัชชา แสนสุขุม,ประชาชน,20371
อุตรดิตถ์,1,5,นายอาณัติ วงค์สถาน,ประชาธิปัตย์,893
อุตรดิตถ์,1,4,นางสาวดวงใจ มงคลแสงสุรีย์,รวมไทยสร้างชาติ,749
อุตรดิตถ์,1,6,นางสาวปภสร เตชารัตนหิรัญ,กล้าธรรม,289
อุตรดิตถ์,2,4,นางสาวรสรินทร์ ศรัณย์เกตุ,โอกาสใหม่,31560
อุตรดิตถ์,2,5,นายวารุจ ศิริวัฒน์,เพื่อไทย,18916
อุตรดิตถ์,2,6,นายภิศิษฐ์ วงศ์ทอง,ประชาชน,15545
อุตรดิตถ์,2,2,นายสหวิช อภิชัยวิศรุตกุล,ภูมิใจไทย,5021
อุตรดิตถ์,2,3,นายประสิทธิ์ คลังสีดา,ประชาธิปัตย์,1346
อุตรดิตถ์,2,2,นายณัฐวุฒิ บุญมาติด,กล้าธรรม,1137
อุตรดิตถ์,2,6,ร.ท.ภูวนัย บุญแท่น,ปวงชนไทย,563
อุตรดิตถ์,2,7,นายเอนก ธรรมใจ,รวมไทยสร้างชาติ,554
อุตรดิตถ์,2,8,ร.ต.บำรุง พวงมะเดื่อ,ทางเลือกใหม่,300
อุตรดิตถ์,3,1,นายรวี เล็กอุทัย,เพื่อไทย,40926
อุตรดิตถ์,3,2,นางสาวจิรายุ ดวงแก้ว,ประชาชน,21012
อุตรดิตถ์,3,5,นางสาวรสสุคนธ์ อินชัยเขา,ภูมิใจไทย,7144
อุตรดิตถ์,3,3,นางสาวอรกัญญา ดีมาก,ประชาธิปัตย์,3057
อุตรดิตถ์,3,6,นายเขษมศักดิ์ แก้วมา,รวมไทยสร้างชาติ,1211
อุตรดิตถ์,3,4,นายคณิน ถนอมทองพันธ์,กล้าธรรม,1064
อุตรดิตถ์,3,7,นายพงศ์วินิจ ไพจิตรกุญชร,ทางเลือกใหม่,468
อุทัยธานี,1,2,นายเจเศรษฐ์ ไทยเศรษฐ์,ภูมิใจไทย,56483
อุทัยธานี,1,3,นายเดชา คงคา,ประชาชน,13059
อุทัยธานี,1,1,นายธนาคร อุนจะนำ,เพื่อไทย,4515
อุทัยธานี,1,4,นายวิทยา จันทร์สม,ประชาธิปัตย์,2467
อุทัยธานี,2,2,นายชาดา ไทยเศรษฐ์,ภูมิใจไทย,54284
อุทัยธานี,2,3,นางสาวสุชาดา บัวพันธ์,ประชาชน,9062
อุทัยธานี,2,,นายอรรถพล โต๋วสัจจา,เพื่อไทย,8033
อุทัยธานี,2,4,ร.ต.ศึกษา ฟุ้งเฟื่อง ร.น.,ประชาธิปัตย์,5878
อุทัยธานี,2,5,นางสุพรรณษา นันทา,กล้าธรรม,213
อุบลราชธานี,1,2,นายวรสิทธิ์ กัลป์ตินันท์,เพื่อไทย,32328
อุบลราชธานี,1,5,นายธีระพล เพ็งจันทร์,ประชาชน,27314
อุบลราชธานี,1,7,นายธนพร สมศรี,ประชาธิปัตย์,9184
อุบลราชธานี,1,4,นายวิศรุต สวัสดิ์วร,ไทยสร้างไทย,7869
อุบลราชธานี,1,1,นายจเร ไขแสง,ภูมิใจไทย,7327
อุบลราชธานี,1,3,นายนิมิต จันทเวทย์ศิริ,เศรษฐกิจ,2283
อุบลราชธานี,1,6,นายพิษณุ อธิคมศาสตร์,พลวัต,1098
อุบลราชธานี,1,8,นายมีชัย ศรีคูณ,พลังประชารัฐ,588
