รหัสจังหวัด,จังหวัด,เขต,หมายเลข,พรรค,คะแนน
10,กรุงเทพมหานคร,1,1,ไทยทรัพย์ทวี,66
10,กรุงเทพมหานคร,1,2,เพื่อชาติไทย,130
10,กรุงเทพมหานคร,1,3,ใหม่,37
10,กรุงเทพมหานคร,1,4,มิติใหม่,35
10,กรุงเทพมหานคร,1,5,รวมใจไทย,226
10,กรุงเทพมหานคร,1,6,รวมไทยสร้างชาติ,1857
10,กรุงเทพมหานคร,1,7,พลวัต,103
10,กรุงเทพมหานคร,1,8,ประชาธิปไตยใหม่,323
10,กรุงเทพมหานคร,1,9,เพื่อไทย,6398
10,กรุงเทพมหานคร,1,10,ทางเลือกใหม่,300
10,กรุงเทพมหานคร,1,11,เศรษฐกิจ,1292
10,กรุงเทพมหานคร,1,12,เสรีรวมไทย,374
10,กรุงเทพมหานคร,1,13,รวมพลังประชาชน,160
10,กรุงเทพมหานคร,1,14,ท้องที่ไทย,7
10,กรุงเทพมหานคร,1,15,อนาคตไทย,29
10,กรุงเทพมหานคร,1,16,พลังเพื่อไทย,47
10,กรุงเทพมหานคร,1,17,ไทยชนะ,47
10,กรุงเทพมหานคร,1,18,พลังสังคมใหม่,10
10,กรุงเทพมหานคร,1,19,สังคมประชาธิปไตยไทย,8
10,กรุงเทพมหานคร,1,20,ฟิวชัน,17
10,กรุงเทพมหานคร,1,21,ไทรวมพลัง,22
10,กรุงเทพมหานคร,1,22,ก้าวอิสระ,8
10,กรุงเทพมหานคร,1,23,ปวงชนไทย,43
10,กรุงเทพมหานคร,1,24,วิชชั่นใหม่,14
10,กรุงเทพมหานคร,1,25,เพื่อชีวิตใหม่,7
10,กรุงเทพมหานคร,1,26,คลองไทย,39
10,กรุงเทพมหานคร,1,27,ประชาธิปัตย์,11795
10,กรุงเทพมหานคร,1,28,ไทยก้าวหน้า,45
10,กรุงเทพมหานคร,1,29,ไทยภักดี,2173
10,กรุงเทพมหานคร,1,30,แรงงานสร้างชาติ,14
10,กรุงเทพมหานคร,1,31,ประชากรไทย,40
10,กรุงเทพมหานคร,1,32,ครูไทยเพื่อประชาชน,19
10,กรุงเทพมหานคร,1,33,ประชาชาติ,38
10,กรุงเทพมหานคร,1,34,สร้างอนาคตไทย,17
10,กรุงเทพมหานคร,1,35,รักชาติ,144
10,กรุงเทพมหานคร,1,36,ไทยพร้อม,43
10,กรุงเทพมหานคร,1,37,ภูมิใจไทย,16471
10,กรุงเทพมหานคร,1,38,พลังธรรมใหม่,33
10,กรุงเทพมหานคร,1,39,กรีน,79
10,กรุงเทพมหานคร,1,40,ไทยธรรม,11
10,กรุงเทพมหานคร,1,41,แผ่นดินธรรม,8
10,กรุงเทพมหานคร,1,42,กล้าธรรม,114
10,กรุงเทพมหานคร,1,43,พลังประชารัฐ,69
10,กรุงเทพมหานคร,1,44,โอกาสใหม่,100
10,กรุงเทพมหานคร,1,45,เป็นธรรม,42
10,กรุงเทพมหานคร,1,46,ประชาชน,34215
10,กรุงเทพมหานคร,1,47,ประชาไทย,66
10,กรุงเทพมหานคร,1,48,ไทยสร้างไทย,675
10,กรุงเทพมหานคร,1,49,ไทยก้าวใหม่,650
10,กรุงเทพมหานคร,1,50,ประชาอาสาชาติ,1
10,กรุงเทพมหานคร,1,51,พร้อม,13
10,กรุงเทพมหานคร,1,52,เครือข่ายชาวนาแห่งประเทศไทย,6
10,กรุงเทพมหานคร,1,53,ไทยพิทักษ์ธรรม,3
10,กรุงเทพมหานคร,1,54,ความหวังใหม่,8
10,กรุงเทพมหานคร,1,55,ไทยรวมไทย,6
10,กรุงเทพมหานคร,1,56,เพื่อบ้านเมือง,12
10,กรุงเทพมหานคร,1,57,พลังไทยรักชาติ,8
10,กรุงเทพมหานคร,2,1,ไทยทรัพย์ทวี,39
10,กรุงเทพมหานคร,2,2,เพื่อชาติไทย,280
10,กรุงเทพมหานคร,2,3,ใหม่,69
10,กรุงเทพมหานคร,2,4,มิติใหม่,129
10,กรุงเทพมหานคร,2,5,รวมใจไทย,215
10,กรุงเทพมหานคร,2,6,รวมไทยสร้างชาติ,1819
10,กรุงเทพมหานคร,2,7,พลวัต,116
10,กรุงเทพมหานคร,2,8,ประชาธิปไตยใหม่,211
10,กรุงเทพมหานคร,2,9,เพื่อไทย,6226
10,กรุงเทพมหานคร,2,10,ทางเลือกใหม่,358
10,กรุงเทพมหานคร,2,11,เศรษฐกิจ,1578
10,กรุงเทพมหานคร,2,12,เสรีรวมไทย,388
10,กรุงเทพมหานคร,2,13,รวมพลังประชาชน,189
10,กรุงเทพมหานคร,2,14,ท้องที่ไทย,16
10,กรุงเทพมหานคร,2,15,อนาคตไทย,37
10,กรุงเทพมหานคร,2,16,พลังเพื่อไทย,51
10,กรุงเทพมหานคร,2,17,ไทยชนะ,33
10,กรุงเทพมหานคร,2,18,พลังสังคมใหม่,9
10,กรุงเทพมหานคร,2,19,สังคมประชาธิปไตยไทย,46
10,กรุงเทพมหานคร,2,20,ฟิวชัน,13
10,กรุงเทพมหานคร,2,21,ไทรวมพลัง,32
10,กรุงเทพมหานคร,2,22,ก้าวอิสระ,17
10,กรุงเทพมหานคร,2,23,ปวงชนไทย,76
10,กรุงเทพมหานคร,2,24,วิชชั่นใหม่,27
10,กรุงเทพมหานคร,2,25,เพื่อชีวิตใหม่,6
10,กรุงเทพมหานคร,2,26,คลองไทย,34
10,กรุงเทพมหานคร,2,27,ประชาธิปัตย์,11048
10,กรุงเทพมหานคร,2,28,ไทยก้าวหน้า,47
10,กรุงเทพมหานคร,2,29,ไทยภักดี,2050
10,กรุงเทพมหานคร,2,30,แรงงานสร้างชาติ,17
10,กรุงเทพมหานคร,2,31,ประชากรไทย,34
10,กรุงเทพมหานคร,2,32,ครูไทยเพื่อประชาชน,23
10,กรุงเทพมหานคร,2,33,ประชาชาติ,65
10,กรุงเทพมหานคร,2,34,สร้างอนาคตไทย,31
10,กรุงเทพมหานคร,2,35,รักชาติ,146
10,กรุงเทพมหานคร,2,36,ไทยพร้อม,32
10,กรุงเทพมหานคร,2,37,ภูมิใจไทย,18021
10,กรุงเทพมหานคร,2,38,พลังธรรมใหม่,37
10,กรุงเทพมหานคร,2,39,กรีน,108
10,กรุงเทพมหานคร,2,40,ไทยธรรม,4
10,กรุงเทพมหานคร,2,41,แผ่นดินธรรม,12
10,กรุงเทพมหานคร,2,42,กล้าธรรม,270
10,กรุงเทพมหานคร,2,43,พลังประชารัฐ,99
10,กรุงเทพมหานคร,2,44,โอกาสใหม่,114
10,กรุงเทพมหานคร,2,45,เป็นธรรม,154
10,กรุงเทพมหานคร,2,46,ประชาชน,40383
10,กรุงเทพมหานคร,2,47,ประชาไทย,76
10,กรุงเทพมหานคร,2,48,ไทยสร้างไทย,707
10,กรุงเทพมหานคร,2,49,ไทยก้าวใหม่,637
10,กรุงเทพมหานคร,2,50,ประชาอาสาชาติ,3
10,กรุงเทพมหานคร,2,51,พร้อม,17
10,กรุงเทพมหานคร,2,52,เครือข่ายชาวนาแห่งประเทศไทย,11
10,กรุงเทพมหานคร,2,53,ไทยพิทักษ์ธรรม,3
10,กรุงเทพมหานคร,2,54,ความหวังใหม่,12
10,กรุงเทพมหานคร,2,55,ไทยรวมไทย,7
10,กรุงเทพมหานคร,2,56,เพื่อบ้านเมือง,21
10,กรุงเทพมหานคร,2,57,พลังไทยรักชาติ,17
10,กรุงเทพมหานคร,3,1,,31
10,กรุงเทพมหานคร,3,1,ไทยทรัพย์ทวี,31
10,กรุงเทพมหานคร,3,2,เพื่อชาติไทย,376
10,กรุงเทพมหานคร,3,3,,149
10,กรุงเทพมหานคร,3,3,ใหม่,149
10,กรุงเทพมหานคร,3,4,มิติใหม่,48
10,กรุงเทพมหานคร,3,5,รวมใจไทย,112
10,กรุงเทพมหานคร,3,6,รวมไทยสร้างชาติ,1613
10,กรุงเทพมหานคร,3,7,พลวัต,101
10,กรุงเทพมหานคร,3,8,ประชาธิปไตยใหม่,274
10,กรุงเทพมหานคร,3,9,เพื่อไทย,5700
10,กรุงเทพมหานคร,3,10,ทางเลือกใหม่,286
10,กรุงเทพมหานคร,3,11,เศรษฐกิจ,1304
10,กรุงเทพมหานคร,3,12,เสรีรวมไทย,424
10,กรุงเทพมหานคร,3,13,รวมพลังประชาชน,200
10,กรุงเทพมหานคร,3,14,ท้องที่ไทย,10
10,กรุงเทพมหานคร,3,15,อนาคตไทย,34
10,กรุงเทพมหานคร,3,16,พลังเพื่อไทย,38
10,กรุงเทพมหานคร,3,17,ไทยชนะ,33
10,กรุงเทพมหานคร,3,18,พลังสังคมใหม่,6
10,กรุงเทพมหานคร,3,19,สังคมประชาธิปไตยไทย,19
10,กรุงเทพมหานคร,3,20,ฟิวชัน,15
10,กรุงเทพมหานคร,3,21,ไทรวมพลัง,23
10,กรุงเทพมหานคร,3,22,ก้าวอิสระ,31
10,กรุงเทพมหานคร,3,23,ปวงชนไทย,39
10,กรุงเทพมหานคร,3,24,วิชชั่นใหม่,16
10,กรุงเทพมหานคร,3,25,เพื่อชีวิตใหม่,10
10,กรุงเทพมหานคร,3,26,คลองไทย,33
10,กรุงเทพมหานคร,3,27,ประชาธิปัตย์,12667
10,กรุงเทพมหานคร,3,28,ไทยก้าวหน้า,60
10,กรุงเทพมหานคร,3,29,ไทยภักดี,1669
10,กรุงเทพมหานคร,3,30,แรงงานสร้างชาติ,13
10,กรุงเทพมหานคร,3,31,ประชากรไทย,35
10,กรุงเทพมหานคร,3,32,ครูไทยเพื่อประชาชน,21
10,กรุงเทพมหานคร,3,33,ประชาชาติ,68
10,กรุงเทพมหานคร,3,34,สร้างอนาคตไทย,20
10,กรุงเทพมหานคร,3,35,รักชาติ,118
10,กรุงเทพมหานคร,3,36,ไทยพร้อม,42
10,กรุงเทพมหานคร,3,37,ภูมิใจไทย,15604
10,กรุงเทพมหานคร,3,38,พลังธรรมใหม่,39
10,กรุงเทพมหานคร,3,39,กรีน,64
10,กรุงเทพมหานคร,3,40,ไทยธรรม,7
10,กรุงเทพมหานคร,3,41,แผ่นดินธรรม,10
10,กรุงเทพมหานคร,3,42,กล้าธรรม,153
10,กรุงเทพมหานคร,3,43,พลังประชารัฐ,83
10,กรุงเทพมหานคร,3,44,โอกาสใหม่,44
10,กรุงเทพมหานคร,3,45,เป็นธรรม,44
10,กรุงเทพมหานคร,3,46,ประชาชน,35819
10,กรุงเทพมหานคร,3,47,ประชาไทย,89
10,กรุงเทพมหานคร,3,48,ไทยสร้างไทย,583
10,กรุงเทพมหานคร,3,49,ไทยก้าวใหม่,618
10,กรุงเทพมหานคร,3,50,ประชาอาสาชาติ,1
10,กรุงเทพมหานคร,3,51,พร้อม,24
10,กรุงเทพมหานคร,3,52,เครือข่ายชาวนาแห่งประเทศไทย,7
10,กรุงเทพมหานคร,3,53,ไทยพิทักษ์ธรรม,10
10,กรุงเทพมหานคร,3,54,ความหวังใหม่,6
10,กรุงเทพมหานคร,3,55,ไทยรวมไทย,8
10,กรุงเทพมหานคร,4,1,ไทยทรัพย์ทวี,353
10,กรุงเทพมหานคร,4,2,เพื่อชาติไทย,306
10,กรุงเทพมหานคร,4,3,ใหม่,54
10,กรุงเทพมหานคร,4,4,มิติใหม่,88
10,กรุงเทพมหานคร,4,5,รวมใจไทย,101
10,กรุงเทพมหานคร,4,6,รวมไทยสร้างชาติ,1674
10,กรุงเทพมหานคร,4,7,พลวัต,74
10,กรุงเทพมหานคร,4,8,ประชาธิปไตยใหม่,268
10,กรุงเทพมหานคร,4,9,เพื่อไทย,5499
10,กรุงเทพมหานคร,4,10,ทางเลือกใหม่,298
10,กรุงเทพมหานคร,4,11,เศรษฐกิจ,1399
10,กรุงเทพมหานคร,4,12,เสรีรวมไทย,365
10,กรุงเทพมหานคร,4,13,รวมพลังประชาชน,186
10,กรุงเทพมหานคร,4,14,ท้องที่ไทย,12
10,กรุงเทพมหานคร,4,15,อนาคตไทย,48
10,กรุงเทพมหานคร,4,16,พลังเพื่อไทย,44
10,กรุงเทพมหานคร,4,17,ไทยชนะ,39
10,กรุงเทพมหานคร,4,18,พลังสังคมใหม่,4
10,กรุงเทพมหานคร,4,19,สังคมประชาธิปไตยไทย,12
10,กรุงเทพมหานคร,4,20,ฟิวชัน,13
10,กรุงเทพมหานคร,4,21,ไทรวมพลัง,35
10,กรุงเทพมหานคร,4,22,ก้าวอิสระ,6
10,กรุงเทพมหานคร,4,23,ปวงชนไทย,50
10,กรุงเทพมหานคร,4,24,วิชชั่นใหม่,42
10,กรุงเทพมหานคร,4,25,เพื่อชีวิตใหม่,12
10,กรุงเทพมหานคร,4,26,คลองไทย,40
10,กรุงเทพมหานคร,4,27,ประชาธิปัตย์,11540
10,กรุงเทพมหานคร,4,28,ไทยก้าวหน้า,53
10,กรุงเทพมหานคร,4,29,ไทยภักดี,1480
10,กรุงเทพมหานคร,4,30,แรงงานสร้างชาติ,27
10,กรุงเทพมหานคร,4,31,ประชากรไทย,39
10,กรุงเทพมหานคร,4,32,ครูไทยเพื่อประชาชน,16
10,กรุงเทพมหานคร,4,33,ประชาชาติ,72
10,กรุงเทพมหานคร,4,34,สร้างอนาคตไทย,20
10,กรุงเทพมหานคร,4,35,รักชาติ,107
10,กรุงเทพมหานคร,4,36,ไทยพร้อม,43
10,กรุงเทพมหานคร,4,37,ภูมิใจไทย,16202
10,กรุงเทพมหานคร,4,38,พลังธรรมใหม่,46
10,กรุงเทพมหานคร,4,39,กรีน,67
10,กรุงเทพมหานคร,4,40,ไทยธรรม,4
10,กรุงเทพมหานคร,4,41,แผ่นดินธรรม,9
10,กรุงเทพมหานคร,4,42,กล้าธรรม,861
10,กรุงเทพมหานคร,4,43,พลังประชารัฐ,93
10,กรุงเทพมหานคร,4,44,โอกาสใหม่,47
10,กรุงเทพมหานคร,4,45,เป็นธรรม,40
10,กรุงเทพมหานคร,4,46,ประชาชน,36150
10,กรุงเทพมหานคร,4,47,ประชาไทย,72
10,กรุงเทพมหานคร,4,48,ไทยสร้างไทย,655
10,กรุงเทพมหานคร,4,49,ไทยก้าวใหม่,565
10,กรุงเทพมหานคร,4,50,ประชาอาสาชาติ,4
10,กรุงเทพมหานคร,4,51,พร้อม,21
10,กรุงเทพมหานคร,4,52,เครือข่ายชาวนาแห่งประเทศไทย,4
10,กรุงเทพมหานคร,4,53,ไทยพิทักษ์ธรรม,3
10,กรุงเทพมหานคร,4,54,ความหวังใหม่,12
10,กรุงเทพมหานคร,4,55,ไทยรวมไทย,7
10,กรุงเทพมหานคร,4,56,เพื่อบ้านเมือง,8
10,กรุงเทพมหานคร,4,57,พลังไทยรักชาติ,13
10,กรุงเทพมหานคร,5,1,UNKNOWN,19
10,กรุงเทพมหานคร,5,1,ไทยทรัพย์ทวี,19
10,กรุงเทพมหานคร,5,2,เพื่อชาติไทย,145
10,กรุงเทพมหานคร,5,3,ใหม่,56
10,กรุงเทพมหานคร,5,4,มิติใหม่,210
10,กรุงเทพมหานคร,5,5,รวมใจไทย,102
10,กรุงเทพมหานคร,5,6,รวมไทยสร้างชาติ,2239
10,กรุงเทพมหานคร,5,7,พลวัต,108
10,กรุงเทพมหานคร,5,8,ประชาธิปไตยใหม่,192
10,กรุงเทพมหานคร,5,9,เพื่อไทย,7684
10,กรุงเทพมหานคร,5,10,ทางเลือกใหม่,310
10,กรุงเทพมหานคร,5,11,เศรษฐกิจ,1307
10,กรุงเทพมหานคร,5,12,เสรีรวมไทย,334
10,กรุงเทพมหานคร,5,13,รวมพลังประชาชน,376
10,กรุงเทพมหานคร,5,14,ท้องที่ไทย,14
10,กรุงเทพมหานคร,5,15,อนาคตไทย,28
10,กรุงเทพมหานคร,5,16,พลังเพื่อไทย,80
10,กรุงเทพมหานคร,5,17,ไทยชนะ,33
10,กรุงเทพมหานคร,5,18,พลังสังคมใหม่,2
10,กรุงเทพมหานคร,5,19,สังคมประชาธิปไตยไทย,19
10,กรุงเทพมหานคร,5,20,ฟิวชัน,15
10,กรุงเทพมหานคร,5,21,ไทรวมพลัง,32
10,กรุงเทพมหานคร,5,22,ก้าวอิสระ,10
10,กรุงเทพมหานคร,5,24,บ่วงชนไทย,15
10,กรุงเทพมหานคร,5,24,วิชชั่นใหม่,15
10,กรุงเทพมหานคร,5,25,เพื่อชีวิตใหม่,29
10,กรุงเทพมหานคร,5,26,คลองไทย,76
10,กรุงเทพมหานคร,5,27,ประชาธิปัตย์,9790
10,กรุงเทพมหานคร,5,28,ไทยก้าวหน้า,70
10,กรุงเทพมหานคร,5,29,ไทยภักดี,1554
10,กรุงเทพมหานคร,5,30,แรงงานสร้างชาติ,13
10,กรุงเทพมหานคร,5,31,ประชากรไทย,39
10,กรุงเทพมหานคร,5,32,ครูไทยเพื่อประชาชน,14
10,กรุงเทพมหานคร,5,33,ประชาชาติ,125
10,กรุงเทพมหานคร,5,34,สร้างอนาคตไทย,35
10,กรุงเทพมหานคร,5,35,รักชาติ,155
10,กรุงเทพมหานคร,5,36,ไทยพร้อม,53
10,กรุงเทพมหานคร,5,37,ภูมิใจไทย,19329
10,กรุงเทพมหานคร,5,38,พลังธรรมใหม่,36
10,กรุงเทพมหานคร,5,39,กรีน,64
10,กรุงเทพมหานคร,5,40,ไทยธรรม,10
10,กรุงเทพมหานคร,5,41,แผ่นดินธรรม,6
10,กรุงเทพมหานคร,5,42,กล้าธรรม,161
10,กรุงเทพมหานคร,5,43,พลังประชารัฐ,97
10,กรุงเทพมหานคร,5,44,โอกาสใหม่,91
10,กรุงเทพมหานคร,5,45,เป็นธรรม,43
10,กรุงเทพมหานคร,5,46,ประชาชน,46080
10,กรุงเทพมหานคร,5,47,ประชาไทย,83
10,กรุงเทพมหานคร,5,48,ไทยสร้างไทย,795
10,กรุงเทพมหานคร,5,49,ไทยก้าวใหม่,682
10,กรุงเทพมหานคร,5,50,ประชาอาสาชาติ,5
10,กรุงเทพมหานคร,5,51,พร้อม,16
10,กรุงเทพมหานคร,5,52,เครือข่ายชาวนาแห่งประเทศไทย,7
10,กรุงเทพมหานคร,5,53,ไทยพิทักษ์ธรรม,5
10,กรุงเทพมหานคร,5,54,ความหวังใหม่,9
10,กรุงเทพมหานคร,5,55,ไทยรวมไทย,5
10,กรุงเทพมหานคร,5,56,เพื่อบ้านเมือง,12
10,กรุงเทพมหานคร,6,1,ไทยทรัพย์ทวี,40
10,กรุงเทพมหานคร,6,2,เพื่อชาติไทย,141
10,กรุงเทพมหานคร,6,3,ใหม่,76
10,กรุงเทพมหานคร,6,4,มิติใหม่,122
10,กรุงเทพมหานคร,6,5,รวมใจไทย,213
10,กรุงเทพมหานคร,6,6,รวมไทยสร้างชาติ,2942
10,กรุงเทพมหานคร,6,7,พลวัต,256
10,กรุงเทพมหานคร,6,8,ประชาธิปไตยใหม่,259
10,กรุงเทพมหานคร,6,9,เพื่อไทย,8024
10,กรุงเทพมหานคร,6,10,ทางเลือกใหม่,401
10,กรุงเทพมหานคร,6,11,เศรษฐกิจ,2620
10,กรุงเทพมหานคร,6,12,เสรีรวมไทย,332
10,กรุงเทพมหานคร,6,13,รวมพลังประชาชน,293
10,กรุงเทพมหานคร,6,14,ท้องที่ไทย,51
10,กรุงเทพมหานคร,6,15,อนาคตไทย,50
10,กรุงเทพมหานคร,6,16,พลังเพื่อไทย,55
10,กรุงเทพมหานคร,6,17,ไทยชนะ,48
10,กรุงเทพมหานคร,6,18,พลังสังคมใหม่,15
10,กรุงเทพมหานคร,6,19,สังคมประชาธิปไตยไทย,23
10,กรุงเทพมหานคร,6,20,ฟิวชัน,14
10,กรุงเทพมหานคร,6,21,ไทรวมพลัง,21
10,กรุงเทพมหานคร,6,22,ก้าวอิสระ,20
10,กรุงเทพมหานคร,6,23,ปวงชนไทย,45
10,กรุงเทพมหานคร,6,24,วิชชั่นใหม่,16
10,กรุงเทพมหานคร,6,25,เพื่อชีวิตใหม่,16
10,กรุงเทพมหานคร,6,26,คลองไทย,81
10,กรุงเทพมหานคร,6,27,ประชาธิปัตย์,10980
10,กรุงเทพมหานคร,6,28,ไทยก้าวหน้า,81
10,กรุงเทพมหานคร,6,29,ไทยภักดี,1924
10,กรุงเทพมหานคร,6,30,แรงงานสร้างชาติ,25
10,กรุงเทพมหานคร,6,31,ประชากรไทย,41
10,กรุงเทพมหานคร,6,32,ครูไทยเพื่อประชาชน,17
10,กรุงเทพมหานคร,6,33,ประชาชาติ,57
10,กรุงเทพมหานคร,6,34,สร้างอนาคตไทย,24
10,กรุงเทพมหานคร,6,35,รักชาติ,112
10,กรุงเทพมหานคร,6,36,ไทยพร้อม,212
10,กรุงเทพมหานคร,6,37,ภูมิใจไทย,17561
10,กรุงเทพมหานคร,6,38,พลังธรรมใหม่,145
10,กรุงเทพมหานคร,6,39,กรีน,91
10,กรุงเทพมหานคร,6,40,ไทยธรรม,23
10,กรุงเทพมหานคร,6,41,แผ่นดินธรรม,16
10,กรุงเทพมหานคร,6,42,กล้าธรรม,211
10,กรุงเทพมหานคร,6,43,พลังประชารัฐ,110
10,กรุงเทพมหานคร,6,44,โอกาสใหม่,1950
10,กรุงเทพมหานคร,6,45,เป็นธรรม,45
10,กรุงเทพมหานคร,6,46,ประชาชน,44984
10,กรุงเทพมหานคร,6,47,ประชาไทย,148
10,กรุงเทพมหานคร,6,48,ไทยสร้างไทย,758
10,กรุงเทพมหานคร,6,49,ไทยก้าวใหม่,715
10,กรุงเทพมหานคร,6,50,ประชาอาสาชาติ,2
10,กรุงเทพมหานคร,6,51,พร้อม,22
10,กรุงเทพมหานคร,6,52,เครือข่ายชาวนาแห่งประเทศไทย,7
10,กรุงเทพมหานคร,6,53,ไทยพิทักษ์ธรรม,7
10,กรุงเทพมหานคร,6,54,ความหวังใหม่,24
10,กรุงเทพมหานคร,6,55,ไทยรวมไทย,6
10,กรุงเทพมหานคร,6,56,เพื่อบ้านเมือง,13
10,กรุงเทพมหานคร,6,57,พลังไทยรักชาติ,14
10,Bangkok,7,1,ไทยทรัพย์ทวี,79
10,Bangkok,7,2,เพื่อชาติไทย,225
10,Bangkok,7,3,ใหม่,120
10,Bangkok,7,4,มิติใหม่,257
10,Bangkok,7,5,รวมใจไทย,177
10,Bangkok,7,6,รวมไทยสร้างชาติ,5162
10,Bangkok,7,7,พลวัต,158
10,Bangkok,7,8,ประชาธิปไตยใหม่,400
10,Bangkok,7,9,เพื่อไทย,8129
10,Bangkok,7,10,ทางเลือกใหม่,454
10,Bangkok,7,11,เศรษฐกิจ,2261
10,Bangkok,7,12,เสรีรวมไทย,367
10,Bangkok,7,13,รวมพลังประชาชน,313
10,Bangkok,7,14,ท้องที่ไทย,20
10,Bangkok,7,15,อนาคตไทย,41
10,Bangkok,7,16,พลังเพื่อไทย,81
10,Bangkok,7,17,ไทยชนะ,42
10,Bangkok,7,18,พลังสังคมใหม่,11
10,Bangkok,7,19,สังคมประชาธิปไตยไทย,24
10,Bangkok,7,20,ฟิวชัน,16
10,Bangkok,7,21,ไทรวมพลัง,52
10,Bangkok,7,22,ก้าวอิสระ,9
10,Bangkok,7,23,ปวงชนไทย,42
10,Bangkok,7,24,วิชชั่นใหม่,17
10,Bangkok,7,25,เพื่อชีวิตใหม่,9
10,Bangkok,7,26,คลองไทย,17
10,Bangkok,7,27,ประชาธิปัตย์,7869
10,Bangkok,7,28,ไทยก้าวหน้า,75
10,Bangkok,7,29,ไทยภักดี,1466
10,Bangkok,7,30,แรงงานสร้างชาติ,33
10,Bangkok,7,31,ประชากรไทย,51
10,Bangkok,7,32,ครูไทยเพื่อประชาชน,15
10,Bangkok,7,33,ประชาชาติ,52
10,Bangkok,7,34,สร้างอนาคตไทย,18
10,Bangkok,7,35,รักชาติ,149
10,Bangkok,7,36,ไทยพร้อม,54
10,Bangkok,7,37,ภูมิใจไทย,16552
10,Bangkok,7,38,พลังธรรมใหม่,46
10,Bangkok,7,39,กรีน,74
10,Bangkok,7,40,ไทยธรรม,18
10,Bangkok,7,41,แผ่นดินธรรม,15
10,Bangkok,7,42,กล้าธรรม,153
10,Bangkok,7,43,พลังประชารัฐ,142
10,Bangkok,7,44,โอกาสใหม่,103
10,Bangkok,7,45,เป็นธรรม,274
10,Bangkok,7,46,ประชาชน,40808
10,Bangkok,7,47,ประชาไทย,90
10,Bangkok,7,48,ไทยสร้างไทย,730
10,Bangkok,7,49,ไทยก้าวใหม่,674
10,Bangkok,7,50,ประชาอาสาชาติ,12
10,Bangkok,7,51,พร้อม,18
10,Bangkok,7,52,เครือข่ายชาวนาแห่งประเทศไทย,5
10,Bangkok,7,53,ไทยพิทักษ์ธรรม,12
10,Bangkok,7,54,ความหวังใหม่,10
10,Bangkok,7,55,ไทยรวมไทย,11
10,Bangkok,7,56,เพื่อบ้านเมือง,23
10,Bangkok,7,57,พลังไทยรักชาติ,18
10,กรุงเทพมหานคร,8,1,ไทยทรัพย์ทวี,151
10,กรุงเทพมหานคร,8,2,เพื่อชาติไทย,199
10,กรุงเทพมหานคร,8,3,ใหม่,42
10,กรุงเทพมหานคร,8,4,มิติใหม่,49
10,กรุงเทพมหานคร,8,5,รวมใจไทย,385
10,กรุงเทพมหานคร,8,6,รวมไทยสร้างชาติ,2695
10,กรุงเทพมหานคร,8,7,พลวัต,132
10,กรุงเทพมหานคร,8,8,ประชาธิปไตยใหม่,179
10,กรุงเทพมหานคร,8,9,เพื่อไทย,10503
10,กรุงเทพมหานคร,8,10,ทางเลือกใหม่,468
10,กรุงเทพมหานคร,8,11,เศรษฐกิจ,1693
10,กรุงเทพมหานคร,8,12,เสรีรวมไทย,409
10,กรุงเทพมหานคร,8,13,รวมพลังประชาชน,235
10,กรุงเทพมหานคร,8,14,ท้องที่ไทย,45
10,กรุงเทพมหานคร,8,15,อนาคตไทย,87
10,กรุงเทพมหานคร,8,16,พลังเพื่อไทย,81
10,กรุงเทพมหานคร,8,17,ไทยชนะ,32
10,กรุงเทพมหานคร,8,18,พลังสังคมใหม่,10
10,กรุงเทพมหานคร,8,19,สังคมประชาธิปไตยไทย,88
10,กรุงเทพมหานคร,8,20,ฟิวชัน,28
10,กรุงเทพมหานคร,8,21,ไทรวมพลัง,29
10,กรุงเทพมหานคร,8,22,ก้าวอิสระ,18
10,กรุงเทพมหานคร,8,23,ปวงชนไทย,47
10,กรุงเทพมหานคร,8,24,วิชชั่นใหม่,24
10,กรุงเทพมหานคร,8,25,เพื่อชีวิตใหม่,17
10,กรุงเทพมหานคร,8,26,คลองไทย,19
10,กรุงเทพมหานคร,8,27,ประชาธิปัตย์,10313
10,กรุงเทพมหานคร,8,28,ไทยก้าวหน้า,77
10,กรุงเทพมหานคร,8,29,ไทยภักดี,2065
10,กรุงเทพมหานคร,8,30,แรงงานสร้างชาติ,28
10,กรุงเทพมหานคร,8,31,ประชากรไทย,45
10,กรุงเทพมหานคร,8,32,ครูไทยเพื่อประชาชน,19
10,กรุงเทพมหานคร,8,33,ประชาชาติ,51
10,กรุงเทพมหานคร,8,34,สร้างอนาคตไทย,27
10,กรุงเทพมหานคร,8,35,รักชาติ,233
10,กรุงเทพมหานคร,8,36,ไทยพร้อม,49
10,กรุงเทพมหานคร,8,37,ภูมิใจไทย,20176
10,กรุงเทพมหานคร,8,38,พลังธรรมใหม่,53
10,กรุงเทพมหานคร,8,39,กรีน,105
10,กรุงเทพมหานคร,8,40,ไทยธรรม,9
10,กรุงเทพมหานคร,8,41,แผ่นดินธรรม,15
10,กรุงเทพมหานคร,8,42,กล้าธรรม,176
10,กรุงเทพมหานคร,8,43,พลังประชารัฐ,115
10,กรุงเทพมหานคร,8,44,โอกาสใหม่,174
10,กรุงเทพมหานคร,8,45,เป็นธรรม,47
10,กรุงเทพมหานคร,8,46,ประชาชน,46772
10,กรุงเทพมหานคร,8,47,ประชาไทย,73
