รหัสจังหวัด,จังหวัด,เขต,หมายเลข,พรรค,คะแนน
86,ชุมพร,3,23,ปวงชนไทย,48
86,ชุมพร,3,24,วิชชั่นใหม่,116
86,ชุมพร,3,25,เพื่อชีวิตใหม่,100
86,ชุมพร,3,26,คลองไทย,140
86,ชุมพร,3,27,ประชาธิปัตย์,49567
86,ชุมพร,3,28,ไทยก้าวหน้า,88
86,ชุมพร,3,29,ไทยภักดี,468
86,ชุมพร,3,30,แรงงานสร้างชาติ,50
86,ชุมพร,3,31,ประชากรไทย,72
86,ชุมพร,3,32,ครูไทยเพื่อประชาชน,45
86,ชุมพร,3,33,ประชาชาติ,140
86,ชุมพร,3,34,สร้างอนาคตไทย,251
86,ชุมพร,3,35,รักชาติ,74
86,ชุมพร,3,36,ไทยพร้อม,91
86,ชุมพร,3,37,ภูมิใจไทย,19521
86,ชุมพร,3,38,พลังธรรมใหม่,60
86,ชุมพร,3,39,กรีน,130
86,ชุมพร,3,40,ไทยธรรม,19
86,ชุมพร,3,41,แผ่นดินธรรม,10
86,ชุมพร,3,42,กล้าธรรม,74
86,ชุมพร,3,43,พลังประชารัฐ,94
86,ชุมพร,3,44,โอกาสใหม่,500
86,ชุมพร,3,45,เป็นธรรม,24
86,ชุมพร,3,46,ประชาชน,13511
86,ชุมพร,3,47,ประชาไทย,144
86,ชุมพร,3,48,ไทยสร้างไทย,82
86,ชุมพร,3,49,ไทยก้าวใหม่,101
86,ชุมพร,3,50,ประชาอาสาชาติ,6
86,ชุมพร,3,51,พร้อม,25
86,ชุมพร,3,52,เครือข่ายชาวนาแห่งประเทศไทย,11
86,ชุมพร,3,53,ไทยพิทักษ์ธรรม,3
86,ชุมพร,3,54,ความหวังใหม่,13
86,ชุมพร,3,55,ไทยรวมไทย,12
86,ชุมพร,3,56,เพื่อบ้านเมือง,211
86,ชุมพร,3,57,พลังไทยรักชาติ,44
90,สงขลา,1,1,ไทยทรัพย์ทวี,137
90,สงขลา,1,2,เพื่อชาติไทย,1342
90,สงขลา,1,3,ใหม่,128
90,สงขลา,1,4,มิติใหม่,232
90,สงขลา,1,5,รวมใจไทย,165
90,สงขลา,1,6,รวมไทยสร้างชาติ,1773
90,สงขลา,1,7,พลวัต,70
90,สงขลา,1,8,ประชาธิปไตยใหม่,963
90,สงขลา,1,9,เพื่อไทย,1528
90,สงขลา,1,10,ทางเลือกใหม่,390
90,สงขลา,1,11,เศรษฐกิจ,1499
90,สงขลา,1,12,เสรีรวมไทย,315
90,สงขลา,1,13,รวมพลังประชาชน,148
90,สงขลา,1,14,ท้องที่ไทย,15
90,สงขลา,1,15,อนาคตไทย,24
90,สงขลา,1,16,พลังเพื่อไทย,28
90,สงขลา,1,17,ไทยชนะ,59
90,สงขลา,1,18,พลังสังคมใหม่,8
90,สงขลา,1,19,สังคมประชาธิปไตยไทย,41
90,สงขลา,1,20,ฟิวชัน,18
90,สงขลา,1,21,ไทรวมพลัง,20
90,สงขลา,1,22,ก้าวอิสระ,30
90,สงขลา,1,23,ปวงชนไทย,50
90,สงขลา,1,24,วิชชั่นใหม่,86
90,สงขลา,1,25,เพื่อชีวิตใหม่,22
90,สงขลา,1,26,คลองไทย,101
90,สงขลา,1,27,ประชาธิปัตย์,39983
90,สงขลา,1,28,ไทยก้าวหน้า,74
90,สงขลา,1,29,ไทยภักดี,1205
90,สงขลา,1,30,แรงงานสร้างชาติ,33
90,สงขลา,1,31,ประชากรไทย,77
90,สงขลา,1,32,ครูไทยเพื่อประชาชน,75
90,สงขลา,1,33,ประชาชาติ,244
90,สงขลา,1,34,สร้างอนาคตไทย,48
90,สงขลา,1,35,รักชาติ,102
90,สงขลา,1,36,ไทยพร้อม,63
90,สงขลา,1,37,ภูมิใจไทย,15699
90,สงขลา,1,38,พลังธรรมใหม่,43
90,สงขลา,1,39,กรีน,46
90,สงขลา,1,40,ไทยธรรม,9
90,สงขลา,1,41,แผ่นดินธรรม,12
90,สงขลา,1,42,กล้าธรรม,197
90,สงขลา,1,43,พลังประชารัฐ,98
90,สงขลา,1,44,โอกาสใหม่,25
90,สงขลา,1,45,เป็นธรรม,27
90,สงขลา,1,46,ประชาชน,22764
90,สงขลา,1,47,ประชาไทย,115
90,สงขลา,1,48,ไทยสร้างไทย,88
90,สงขลา,1,49,ไทยก้าวใหม่,225
90,สงขลา,1,50,ประชาอาสาชาติ,8
90,สงขลา,1,51,พร้อม,28
90,สงขลา,1,52,เครือข่ายชาวนาแห่งประเทศไทย,8
90,สงขลา,1,53,ไทยพิทักษ์ธรรม,5
90,สงขลา,1,54,ความหวังใหม่,9
90,สงขลา,1,55,ไทยรวมไทย,29
90,สงขลา,1,56,เพื่อบ้านเมือง,113
90,สงขลา,1,57,พลังไทยรักชาติ,29
90,สงขลา,2,1,ไทยทรัพย์ทวี,254
90,สงขลา,2,2,เพื่อชาติไทย,246
90,สงขลา,2,3,ใหม่,395
90,สงขลา,2,4,มิติใหม่,33
90,สงขลา,2,5,รวมใจไทย,160
90,สงขลา,2,6,รวมไทยสร้างชาติ,1692
90,สงขลา,2,7,พลวัต,49
90,สงขลา,2,8,ประชาธิปไตยใหม่,547
90,สงขลา,2,9,เพื่อไทย,1618
90,สงขลา,2,10,ทางเลือกใหม่,288
90,สงขลา,2,11,เศรษฐกิจ,1943
90,สงขลา,2,12,เสรีรวมไทย,232
90,สงขลา,2,13,รวมพลังประชาชน,137
90,สงขลา,2,14,ท้องที่ไทย,7
90,สงขลา,2,15,อนาคตไทย,11
90,สงขลา,2,16,พลังเพื่อไทย,22
90,สงขลา,2,17,ไทยชนะ,24
90,สงขลา,2,18,พลังสังคมใหม่,3
90,สงขลา,2,19,สังคมประชาธิปไตยไทย,93
90,สงขลา,2,20,ฟิวชัน,7
90,สงขลา,2,21,ไทรวมพลัง,21
90,สงขลา,2,22,ก้าวอิสระ,10
90,สงขลา,2,23,ปวงชนไทย,29
90,สงขลา,2,24,วิชชั่นใหม่,17
90,สงขลา,2,25,เพื่อชีวิตใหม่,6
90,สงขลา,2,26,คลองไทย,69
90,สงขลา,2,27,ประชาธิปัตย์,29277
90,สงขลา,2,28,ไทยก้าวหน้า,44
90,สงขลา,2,29,ไทยภักดี,1222
90,สงขลา,2,30,แรงงานสร้างชาติ,22
90,สงขลา,2,31,ประชากรไทย,24
90,สงขลา,2,32,ครูไทยเพื่อประชาชน,22
90,สงขลา,2,33,ประชาชาติ,221
90,สงขลา,2,34,สร้างอนาคตไทย,27
90,สงขลา,2,35,รักชาติ,85
90,สงขลา,2,36,ไทยพร้อม,52
90,สงขลา,2,37,ภูมิใจไทย,13093
90,สงขลา,2,38,พลังธรรมใหม่,28
90,สงขลา,2,39,กรีน,23
90,สงขลา,2,40,ไทยธรรม,6
90,สงขลา,2,41,แผ่นดินธรรม,11
90,สงขลา,2,42,กล้าธรรม,186
90,สงขลา,2,43,พลังประชารัฐ,62
90,สงขลา,2,44,โอกาสใหม่,28
90,สงขลา,2,45,เป็นธรรม,24
90,สงขลา,2,46,ประชาชน,25933
90,สงขลา,2,47,ประชาไทย,53
90,สงขลา,2,48,ไทยสร้างไทย,123
90,สงขลา,2,49,ไทยก้าวใหม่,215
90,สงขลา,2,50,ประชาอาสาชาติ,2
90,สงขลา,2,51,พร้อม,17
90,สงขลา,2,52,เครือข่ายชาวนาแห่งประเทศไทย,4
90,สงขลา,2,53,ไทยพิทักษ์ธรรม,4
90,สงขลา,2,54,ความหวังใหม่,8
90,สงขลา,2,55,ไทยรวมไทย,7
90,สงขลา,2,56,เพื่อบ้านเมือง,40
90,สงขลา,2,57,พลังไทยรักชาติ,8
90,สงขลา,3,1,ไทยทรัพย์ทวี,162
90,สงขลา,3,2,เพื่อชาติไทย,512
90,สงขลา,3,3,ใหม่,95
90,สงขลา,3,4,มิติใหม่,73
90,สงขลา,3,5,รวมใจไทย,1274
90,สงขลา,3,6,รวมไทยสร้างชาติ,1808
90,สงขลา,3,7,พลวัต,73
90,สงขลา,3,8,ประชาธิปไตยไทยใหม่,977
90,สงขลา,3,9,เพื่อไทย,1489
90,สงขลา,3,10,ทางเลือกใหม่,394
90,สงขลา,3,11,เศรษฐกิจ,1395
90,สงขลา,3,12,เสรีรวมไทย,273
90,สงขลา,3,13,รวมพลังประชาชน,175
90,สงขลา,3,14,ท้องที่ไทย,10
90,สงขลา,3,15,อนาคตไทย,23
90,สงขลา,3,16,พลังเพื่อไทย,44
90,สงขลา,3,17,ไทยชนะ,96
90,สงขลา,3,18,พลังสังคมใหม่,17
90,สงขลา,3,19,สังคมประชาธิปไตย,69
90,สงขลา,3,20,ฟิวชั่น,17
90,สงขลา,3,21,ไทยรวมพลัง,28
90,สงขลา,3,22,ก้าวอิสระ,25
90,สงขลา,3,23,ปวงชนไทย,34
90,สงขลา,3,24,วิชชั่นใหม่,48
90,สงขลา,3,25,เพื่อชีวิตใหม่,39
90,สงขลา,3,26,คลองไทย,113
90,สงขลา,3,27,ประชาธิปัตย์,48006
90,สงขลา,3,28,ไทยก้าวหน้า,93
90,สงขลา,3,29,ไทยภักดี,1025
90,สงขลา,3,30,แรงงานสร้างชาติ,30
90,สงขลา,3,31,ประชากรไทย,51
90,สงขลา,3,32,ครูไทยเพื่อประชาชน,40
90,สงขลา,3,33,ประชาชาติ,188
90,สงขลา,3,34,สร้างอนาคตไทย,60
90,สงขลา,3,35,รักชาติ,130
90,สงขลา,3,36,ไทยพร้อม,63
90,สงขลา,3,37,ภูมิใจไทย,13851
90,สงขลา,3,38,พลังธรรมใหม่,38
90,สงขลา,3,39,กรีน,30
90,สงขลา,3,40,ไทยธรรม,13
90,สงขลา,3,41,แผ่นดินธรรม,11
90,สงขลา,3,42,กล้าธรรม,172
90,สงขลา,3,43,พลังประชารัฐ,573
90,สงขลา,3,44,โอกาสใหม่,34
90,สงขลา,3,45,เป็นธรรม,162
90,สงขลา,3,46,ประชาชน,25204
90,สงขลา,3,47,ประชาไทย,93
90,สงขลา,3,48,ไทยสร้างไทย,102
90,สงขลา,3,49,ไทยก้าวใหม่,212
90,สงขลา,3,50,ประชาอาสาชาติ,5
90,สงขลา,3,51,พร้อม,34
90,สงขลา,3,52,เครือข่ายชาวนาแห่งประเทศไทย,5
90,สงขลา,3,53,ไทยพิทักษ์ธรรม,6
90,สงขลา,3,54,ความหวังใหม่,9
90,สงขลา,3,55,ไทยรวมไทย,16
90,สงขลา,3,56,เพื่อบ้านเมือง,133
90,สงขลา,3,57,พลังไทยรักชาติ,38
90,สงขลา,4,1,ไทยทรัพย์ทวี,392
90,สงขลา,4,2,เพื่อชาติไทย,1624
90,สงขลา,4,4,มิติใหม่,127
90,สงขลา,4,5,รวมใจไทย,633
90,สงขลา,4,5,ไทยใหม่,170
90,สงขลา,4,6,รวมไทยสร้างชาติ,1143
90,สงขลา,4,7,พลวัต,77
90,สงขลา,4,8,ประชาธิปไตยใหม่,899
90,สงขลา,4,9,เพื่อไทย,1186
90,สงขลา,4,10,ทางเลือกใหม่,262
90,สงขลา,4,11,เศรษฐกิจ,1317
90,สงขลา,4,12,เสรีรวมไทย,226
90,สงขลา,4,13,รวมพลังประชาชน,199
90,สงขลา,4,14,ท้องที่ไทย,103
90,สงขลา,4,15,อนาคตไทย,23
90,สงขลา,4,16,พลังเพื่อไทย,34
90,สงขลา,4,17,ไทยชนะ,118
90,สงขลา,4,18,พลังสังคมใหม่,23
90,สงขลา,4,19,สังคมประชาธิปไตยไทย,55
90,สงขลา,4,20,ฟิวชัน,19
90,สงขลา,4,21,ไทรวมพลัง,43
90,สงขลา,4,22,ก้าวอิสระ,63
90,สงขลา,4,23,ปวงชนไทย,31
90,สงขลา,4,24,วิชชั่นใหม่,225
90,สงขลา,4,25,เพื่อชีวิตใหม่,27
90,สงขลา,4,26,คลองไทย,176
90,สงขลา,4,27,ประชาธิปัตย์,58115
90,สงขลา,4,28,ไทยก้าวหน้า,91
90,สงขลา,4,29,ไทยภักดี,479
90,สงขลา,4,30,แรงงานสร้างชาติ,67
90,สงขลา,4,31,ประชากรไทย,98
90,สงขลา,4,32,ครูไทยเพื่อประชาชน,40
90,สงขลา,4,33,ประชาชาติ,163
90,สงขลา,4,34,สร้างอนาคตไทย,65
90,สงขลา,4,35,รักชาติ,52
90,สงขลา,4,36,ไทยพร้อม,42
90,สงขลา,4,37,ภูมิใจไทย,7201
90,สงขลา,4,38,พลังธรรมใหม่,31
90,สงขลา,4,39,กรีน,25
90,สงขลา,4,40,ไทยธรรม,26
90,สงขลา,4,41,แผ่นดินธรรม,49
90,สงขลา,4,42,กล้าธรรม,6113
90,สงขลา,4,43,พลังประชารัฐ,115
90,สงขลา,4,44,โอกาสใหม่,38
90,สงขลา,4,45,เป็นธรรม,40
90,สงขลา,4,46,ประชาชน,13006
90,สงขลา,4,47,ประชาไทย,125
90,สงขลา,4,48,ไทยสร้างไทย,44
90,สงขลา,4,49,ไทยก้าวใหม่,80
90,สงขลา,4,50,ประชาอาสาชาติ,4
90,สงขลา,4,51,พร้อม,16
90,สงขลา,4,52,เครือข่ายชาวนาแห่งประเทศไทย,15
90,สงขลา,4,53,ไทยพิทักษ์ธรรม,13
90,สงขลา,4,54,ความหวังใหม่,13
90,สงขลา,4,55,ไทยรวมไทย,28
90,สงขลา,4,56,เพื่อบ้านเมือง,387
90,สงขลา,4,57,พลังไทยรักชาติ,51
90,สงขลา,5,1,ไทยทรัพย์ทวี,200
90,สงขลา,5,2,เพื่อชาติไทย,713
90,สงขลา,5,3,ใหม่,1693
90,สงขลา,5,4,มิติใหม่,310
90,สงขลา,5,5,รวมใจไทย,248
90,สงขลา,5,6,รวมไทยสร้างชาติ,1032
90,สงขลา,5,7,พลวัต,92
90,สงขลา,5,8,ประชาธิปไตยใหม่,1045
90,สงขลา,5,9,เพื่อไทย,1244
90,สงขลา,5,10,ทางเลือกใหม่,303
90,สงขลา,5,11,เศรษฐกิจ,1449
90,สงขลา,5,12,เสรีรวมไทย,281
90,สงขลา,5,13,รวมพลังประชาชน,231
90,สงขลา,5,14,ท้องที่ไทย,51
90,สงขลา,5,15,อนาคตไทย,37
90,สงขลา,5,16,พลังเพื่อไทย,30
90,สงขลา,5,17,ไทยชนะ,206
90,สงขลา,5,18,พลังสังคมใหม่,27
90,สงขลา,5,19,สังคมประชาธิปไตยไทย,102
90,สงขลา,5,20,ฟิวชัน,28
90,สงขลา,5,21,ไทรวมพลัง,50
90,สงขลา,5,22,ก้าวอิสระ,46
90,สงขลา,5,23,ก้าวอิสระ,30
90,สงขลา,5,24,วิชชั่นใหม่,104
90,สงขลา,5,25,เพื่อชีวิตใหม่,34
90,สงขลา,5,26,คลองไทย,200
90,สงขลา,5,27,ประชาธิปัตย์,61655
90,สงขลา,5,28,ไทยก้าวหน้า,108
90,สงขลา,5,29,ไทยภักดี,426
90,สงขลา,5,30,แรงงานสร้างชาติ,51
90,สงขลา,5,31,ประชากรไทย,63
90,สงขลา,5,32,ครูไทยเพื่อประชาชน,109
90,สงขลา,5,33,ประชาชาติ,301
90,สงขลา,5,34,สร้างอนาคตไทย,40
90,สงขลา,5,35,รักชาติ,43
90,สงขลา,5,36,ไทยพร้อม,56
90,สงขลา,5,37,ภูมิใจไทย,4766
90,สงขลา,5,38,พลังธรรมใหม่,30
90,สงขลา,5,39,กรีน,39
90,สงขลา,5,40,ไทยธรรม,21
90,สงขลา,5,41,แผ่นดินธรรม,28
90,สงขลา,5,42,กล้าธรรม,3070
90,สงขลา,5,43,พลังประชารัฐ,184
90,สงขลา,5,44,โอกาสใหม่,30
90,สงขลา,5,45,เป็นธรรม,42
90,สงขลา,5,46,ประชาชน,16383
90,สงขลา,5,47,ประชาไทย,137
90,สงขลา,5,48,ไทยสร้างไทย,57
90,สงขลา,5,49,ไทยก้าวใหม่,108
90,สงขลา,5,50,ประชาอาสาชาติ,30
90,สงขลา,5,51,พร้อม,26
90,สงขลา,5,52,เครือข่ายชาวนาแห่งประเทศไทย,7
90,สงขลา,5,53,ไทยพิทักษ์ธรรม,7
90,สงขลา,5,54,ความหวังใหม่,7
90,สงขลา,5,55,ไทยรวมไทย,26
90,สงขลา,5,56,เพื่อบ้านเมือง,315
90,สงขลา,5,57,พลังไทยรักชาติ,52
90,สงขลา,6,1,ไทยทรัพย์ทวี,144
90,สงขลา,6,2,เพื่อชาติไทย,395
90,สงขลา,6,3,ใหม่,1275
90,สงขลา,6,4,มิติใหม่,81
90,สงขลา,6,5,รวมใจไทย,297
90,สงขลา,6,6,รวมไทยสร้างชาติ,2308
90,สงขลา,6,7,พลวัต,122
90,สงขลา,6,8,ประชาธิปไตยไทยใหม่,1036
90,สงขลา,6,9,เพื่อไทย,1693
90,สงขลา,6,10,ทางเลือกใหม่,332
90,สงขลา,6,11,เศรษฐกิจ,1352
90,สงขลา,6,12,เสรีรวมไทย,226
90,สงขลา,6,13,รวมพลังประชาชน,236
90,สงขลา,6,14,ท้องที่ไทย,45
90,สงขลา,6,15,อนาคตไทย,36
90,สงขลา,6,16,พลังเพื่อไทย,74
90,สงขลา,6,17,ไทยชนะ,142
90,สงขลา,6,18,พลังสังคมใหม่,13
90,สงขลา,6,19,สังคมประชาธิปไตย,60
90,สงขลา,6,20,ฟิวชั่น,14
90,สงขลา,6,21,ไทยรวมพลัง,79
90,สงขลา,6,22,ก้าวอิสระ,19
90,สงขลา,6,23,ปวงชนไทย,69
90,สงขลา,6,24,วิชชั่นใหม่,70
90,สงขลา,6,25,เพื่อชีวิตใหม่,36
90,สงขลา,6,26,คลองไทย,207
90,สงขลา,6,27,ประชาธิปัตย์,42391
90,สงขลา,6,28,ไทยก้าวหน้า,105
90,สงขลา,6,29,ไทยภักดี,470
90,สงขลา,6,30,แรงงานสร้างชาติ,51
90,สงขลา,6,31,ประชากรไทย,63
90,สงขลา,6,32,ครูไทยเพื่อประชาชน,104
90,สงขลา,6,33,ประชาชาติ,963
90,สงขลา,6,34,สร้างอนาคตไทย,73
90,สงขลา,6,35,รักชาติ,94
90,สงขลา,6,36,ไทยพร้อม,94
90,สงขลา,6,37,ภูมิใจไทย,12147
90,สงขลา,6,38,พลังธรรมใหม่,73
90,สงขลา,6,39,กรีน,39
90,สงขลา,6,40,ไทยธรรม,11
90,สงขลา,6,41,แผ่นดินธรรม,23
90,สงขลา,6,42,กล้าธรรม,2130
90,สงขลา,6,43,พลังประชารัฐ,138
90,สงขลา,6,44,โอกาสใหม่,25
90,สงขลา,6,45,เป็นธรรม,54
90,สงขลา,6,46,ประชาชน,18864
90,สงขลา,6,47,ประชาไทย,134
90,สงขลา,6,48,ไทยสร้างไทย,68
90,สงขลา,6,49,ไทยก้าวใหม่,139
90,สงขลา,6,50,ประชาอาสาชาติ,4
90,สงขลา,6,51,พร้อม,24
90,สงขลา,6,52,เครือข่ายชาวนาแห่งประเทศไทย,4
90,สงขลา,6,53,ไทยพิทักษ์ธรรม,7
90,สงขลา,6,54,ความหวังใหม่,12
90,สงขลา,6,55,ไทยรวมไทย,17
90,สงขลา,6,56,เพื่อบ้านเมือง,131
90,สงขลา,6,57,พลังไทยรักชาติ,29
90,สงขลา,7,1,ไทยทรัพย์ทวี,330
90,สงขลา,7,2,เพื่อชาติไทย,2235
90,สงขลา,7,3,ใหม่,1684
90,สงขลา,7,4,มิติใหม่,676
90,สงขลา,7,5,รวมใจไทย,341
90,สงขลา,7,6,รวมไทยสร้างชาติ,850
90,สงขลา,7,7,พลวัต,223
90,สงขลา,7,8,ประชาธิปไตยใหม่,1184
90,สงขลา,7,9,เพื่อไทย,1214
90,สงขลา,7,10,ทางเลือกใหม่,267
90,สงขลา,7,11,เศรษฐกิจ,995
90,สงขลา,7,12,เสรีรวมไทย,177
90,สงขลา,7,13,รวมพลังประชาชน,346
90,สงขลา,7,14,ท้องที่ไทย,30
90,สงขลา,7,15,อนาคตไทย,48
90,สงขลา,7,16,พลังเพื่อไทย,57
90,สงขลา,7,17,ไทยชนะ,171
90,สงขลา,7,18,พลังสังคมใหม่,21
90,สงขลา,7,19,สังคมประชาธิปไตยไทย,49
90,สงขลา,7,20,ฟิวชัน,24
90,สงขลา,7,21,ไทรวมพลัง,38
90,สงขลา,7,22,ก้าวอิสระ,62
90,สงขลา,7,23,ปวงชนไทย,152
90,สงขลา,7,24,วิชชั่นใหม่,206
90,สงขลา,7,25,เพื่อชีวิตใหม่,42
90,สงขลา,7,26,คลองไทย,242
90,สงขลา,7,27,ประชาธิปัตย์,42395
90,สงขลา,7,28,ไทยก้าวหน้า,123
90,สงขลา,7,29,ไทยภักดี,279
90,สงขลา,7,30,แรงงานสร้างชาติ,104
90,สงขลา,7,31,ประชากรไทย,179
90,สงขลา,7,32,ครูไทยเพื่อประชาชน,292
90,สงขลา,7,33,ประชาชาติ,7139
90,สงขลา,7,34,สร้างอนาคตไทย,123
90,สงขลา,7,35,รักชาติ,87
90,สงขลา,7,36,ไทยพร้อม,139
90,สงขลา,7,37,ภูมิใจไทย,11681
90,สงขลา,7,38,พลังธรรมใหม่,66
90,สงขลา,7,39,กรีน,36
90,สงขลา,7,40,ไทยธรรม,77
90,สงขลา,7,41,แผ่นดินธรรม,21
90,สงขลา,7,42,กล้าธรรม,1488
90,สงขลา,7,43,พลังประชารัฐ,168
90,สงขลา,7,44,โอกาสใหม่,37
90,สงขลา,7,45,เป็นธรรม,42
90,สงขลา,7,46,พรรคประชาชน,16329
90,สงขลา,7,47,ประชาไทย,132
90,สงขลา,7,48,ไทยสร้างไทย,36
90,สงขลา,7,49,ไทยก้าวใหม่,83
90,สงขลา,7,50,ประชาอาสาชาติ,22
90,สงขลา,7,51,พร้อม,32
90,สงขลา,7,52,เครือข่ายชาวนาแห่งประเทศไทย,5
90,สงขลา,7,53,ไทยพิทักษ์ธรรม,17
90,สงขลา,7,54,ความหวังใหม่,26
90,สงขลา,7,55,ไทยรวมไทย,17
90,สงขลา,7,56,เพื่อบ้านเมือง,147
90,สงขลา,7,57,พลังไทยรักชาติ,51
90,สงขลา,8,1,ไทยทรัพย์ทวี,1562
90,สงขลา,8,2,เพื่อชาติไทย,711
90,สงขลา,8,3,ใหม่,2054
90,สงขลา,8,4,มิติใหม่,179
90,สงขลา,8,5,รวมใจไทย,570
90,สงขลา,8,6,รวมไทยสร้างชาติ,877
90,สงขลา,8,7,พลวัต,264
90,สงขลา,8,8,ประชาธิปไตยใหม่,1278
90,สงขลา,8,9,เพื่อไทย,1758
90,สงขลา,8,10,ทางเลือกใหม่,338
90,สงขลา,8,11,เศรษฐกิจ,1375
90,สงขลา,8,12,เสรีรวมไทย,202
90,สงขลา,8,13,รวมพลังประชาชน,298
90,สงขลา,8,14,ท้องที่ไทย,39
90,สงขลา,8,15,อนาคตไทย,41
90,สงขลา,8,16,พลังเพื่อไทย,56
90,สงขลา,8,17,ไทยชนะ,173
90,สงขลา,8,18,พลังสังคมใหม่,22
90,สงขลา,8,19,สังคมประชาธิปไตยไทย,82
90,สงขลา,8,20,ฟิวชัน,16
90,สงขลา,8,21,ไทรวมพลัง,44
90,สงขลา,8,22,ก้าวอิสระ,33
90,สงขลา,8,23,ปวงชนไทย,135
90,สงขลา,8,24,วิชชั่นใหม่,140
90,สงขลา,8,25,เพื่อชีวิตใหม่,75
90,สงขลา,8,26,คลองไทย,186
90,สงขลา,8,27,ประชาธิปัตย์,43026
90,สงขลา,8,28,ไทยก้าวหน้า,92
90,สงขลา,8,29,ไทยภักดี,354
90,สงขลา,8,30,แรงงานสร้างชาติ,120
90,สงขลา,8,31,ประชากรไทย,125
90,สงขลา,8,32,ครูไทยเพื่อประชาชน,180
90,สงขลา,8,33,ประชาชาติ,3741
90,สงขลา,8,34,สร้างอนาคตไทย,103
90,สงขลา,8,35,รักชาติ,89
90,สงขลา,8,36,ไทยพร้อม,97
90,สงขลา,8,37,ภูมิใจไทย,12023
90,สงขลา,8,38,พลังธรรมใหม่,69
90,สงขลา,8,39,กรีน,46
90,สงขลา,8,40,ไทยธรรม,20
90,สงขลา,8,41,แผ่นดินธรรม,25
90,สงขลา,8,42,กล้าธรรม,3427
90,สงขลา,8,43,พลังประชารัฐ,208
90,สงขลา,8,44,โอกาสใหม่,36
90,สงขลา,8,45,เป็นธรรม,100
90,สงขลา,8,46,ประชาชน,17134
90,สงขลา,8,47,ประชาไทย,215
90,สงขลา,8,48,ไทยสร้างไทย,59
90,สงขลา,8,49,ไทยก้าวใหม่,122
90,สงขลา,8,50,ประชาอาสาชาติ,13
90,สงขลา,8,51,พร้อม,21
90,สงขลา,8,52,เครือข่ายชาวนาแห่งประเทศไทย,10
90,สงขลา,8,53,ไทยพิทักษ์ธรรม,11
90,สงขลา,8,54,ความหวังใหม่,19
90,สงขลา,8,55,ไทยรวมไทย,23
90,สงขลา,8,56,เพื่อบ้านเมือง,147
90,สงขลา,8,57,พลังไทยรักชาติ,45
90,สงขลา,9,1,ไทยทรัพย์ทวี,141
90,สงขลา,9,2,เพื่อชาติไทย,934
90,สงขลา,9,3,ใหม่,832
90,สงขลา,9,4,มิติใหม่,55
90,สงขลา,9,5,รวมใจไทย,145
90,สงขลา,9,6,รวมไทยสร้างชาติ,1472
90,สงขลา,9,7,พลวัต,161
90,สงขลา,9,8,ประชาธิปไตยใหม่,906
90,สงขลา,9,9,เพื่อไทย,1486
90,สงขลา,9,10,ทางเลือกใหม่,375
90,สงขลา,9,11,เศรษฐกิจ,1398
90,สงขลา,9,12,เสรีรวมไทย,243
90,สงขลา,9,13,รวมพลังประชาชน,177
90,สงขลา,9,14,ท้องที่ไทย,25
90,สงขลา,9,15,อนาคตไทย,28
90,สงขลา,9,16,พลังเพื่อไทย,24
90,สงขลา,9,17,ไทยชนะ,100
90,สงขลา,9,18,พลังสังคมใหม่,11
90,สงขลา,9,19,สังคมประชาธิปไตยไทย,78
90,สงขลา,9,20,ฟิวชัน,24
90,สงขลา,9,21,ไทรวมพลัง,27
90,สงขลา,9,22,ก้าวอิสระ,44
90,สงขลา,9,23,ปวงชนไทย,58
90,สงขลา,9,24,วิชชั่นใหม่,29
90,สงขลา,9,25,เพื่อชีวิตใหม่,22
90,สงขลา,9,26,คลองไทย,137
90,สงขลา,9,27,ประชาธิปัตย์,50913
90,สงขลา,9,28,ไทยก้าวหน้า,95
90,สงขลา,9,29,ไทยภักดี,714
90,สงขลา,9,30,แรงงานสร้างชาติ,36
90,สงขลา,9,31,ประชากรไทย,73
90,สงขลา,9,32,ครูไทยเพื่อประชาชน,80
90,สงขลา,9,33,ประชาชาติ,591
90,สงขลา,9,34,สร้างอนาคตไทย,41
90,สงขลา,9,35,รักชาติ,86
90,สงขลา,9,36,ไทยพร้อม,116
90,สงขลา,9,37,ภูมิใจไทย,15832
90,สงขลา,9,38,พลังธรรมใหม่,31
90,สงขลา,9,39,กรีน,37
90,สงขลา,9,40,ไทยธรรม,11
90,สงขลา,9,41,แผ่นดินธรรม,16
90,สงขลา,9,42,กล้าธรรม,263
90,สงขลา,9,43,พลังประชารัฐ,71
90,สงขลา,9,44,โอกาสใหม่,61
90,สงขลา,9,45,เป็นธรรม,21
90,สงขลา,9,46,ประชาชน,25550
90,สงขลา,9,47,ประชาไทย,299
90,สงขลา,9,48,ไทยสร้างไทย,101
90,สงขลา,9,49,ไทยก้าวใหม่,189
90,สงขลา,9,50,ประชาอาสาชาติ,5
90,สงขลา,9,51,พร้อม,31
90,สงขลา,9,52,เครือข่ายชาวนาแห่งประเทศไทย,5
90,สงขลา,9,53,ไทยพิทักษ์ธรรม,7
90,สงขลา,9,54,ความหวังใหม่,4
90,สงขลา,9,55,ไทยรวมไทย,17
90,สงขลา,9,56,เพื่อบ้านเมือง,129
90,สงขลา,9,57,พลังไทยรักชาติ,31
91,สตูล,1,1,ไทยทรัพย์ทวี,348
91,สตูล,1,2,เพื่อชาติไทย,554
